created_at,entry_id,field1,field2
2022-03-29 20:13:15 UTC,2276,22.250000000000057,21.29000000000002
2022-03-29 20:13:30 UTC,2277,22.370000000000005,21.250000000000057
2022-03-29 20:14:00 UTC,2278,22.350000000000023,21.230000000000018
2022-03-29 20:14:30 UTC,2279,22.310000000000002,21.250000000000057
2022-03-29 20:15:00 UTC,2280,22.29000000000002,21.250000000000057
2022-03-29 20:15:30 UTC,2281,22.370000000000005,21.230000000000018
2022-04-04 00:51:12 UTC,2282,23.690000000000055,23.150000000000034
2022-04-04 01:00:14 UTC,2283,21.610000000000014,22.010000000000048
2022-04-04 01:00:44 UTC,2284,21.57000000000005,21.970000000000027
2022-04-04 01:00:59 UTC,2285,21.57000000000005,21.970000000000027
2022-04-04 01:01:14 UTC,2286,21.57000000000005,21.970000000000027
2022-04-04 16:43:02 UTC,2287,18.27000000000004,17.930000000000007
